0,2701,20,95,0,0,0,0,0,11,FALSE
0.5,2701,20,95,-0.841045,-0.540964,-1.68209,-1.08193,0,11,FALSE
1,2701,19.5795,94.7295,-1.68209,-1.08193,-1.68209,-1.08193,0,11,FALSE
1.5,2701,18.7384,94.1886,-2.52314,-1.62289,-1.68209,-1.08193,0,11,FALSE
2,2701,17.4769,93.3771,-3.36418,-2.16386,-1.68209,-1.08193,0,11,FALSE
2.5,2701,15.7948,92.2952,-3.36418,-2.16386,-1.68209,-1.08193,0,11,FALSE
3,2701,14.1127,91.2132,-3.36418,-2.16386,-1.68209,-1.08193,0,11,FALSE
3.5,2701,12.4306,90.1313,-3.36418,-2.16386,-1.68209,-1.08193,0,11,FALSE
4,2701,10.7485,89.0494,-3.36418,-2.16386,-1.68209,-1.08193,0,11,FALSE
4.5,2701,9.06641,87.9674,-3.36418,-2.16386,-1.68209,-1.08193,0,11,FALSE
5,2701,7.38432,86.8855,-3.36418,-2.16386,-1.68209,-1.08193,0,11,FALSE
5.5,2701,5.70223,85.8036,-3.36418,-2.16386,-1.68209,-1.08193,0,11,FALSE
6,2701,4.02014,84.7216,-3.36418,-2.16386,-1.68209,-1.08193,0,11,FALSE
6.5,2701,2.33805,83.6397,-3.35392,-2.17973,-1.65605,-1.12138,0,11,FALSE
7,2701,0.661087,82.5499,-3.3332,-2.21128,-1.62369,-1.16775,0,11,FALSE
7.5,2701,-1.00551,81.4442,-3.3037,-2.25512,-1.58997,-1.21326,0,11,FALSE
8,2701,-2.65737,80.3167,-3.26687,-2.30816,-1.5555,-1.25714,0,11,FALSE
8.5,2701,-4.2908,79.1626,-3.22402,-2.36763,-1.5209,-1.29879,0,11,FALSE
9,2701,-5.90281,77.9788,-3.17642,-2.43112,-1.48675,-1.33775,0,11,FALSE
9.5,2701,-7.49102,76.7632,-3.08521,-2.54588,-1.33938,-1.48528,0,11,FALSE
10,2701,-9.03362,75.4903,-2.93641,-2.71616,-1.12321,-1.65481,0,11,FALSE
10.5,2701,-10.5018,74.1322,-2.71382,-2.93856,-0.826144,-1.8214,0,11,FALSE
11,2701,-11.8587,72.6629,-2.39937,-3.20047,-0.440899,-1.9508,0,11,FALSE
11.5,2701,-13.0584,71.0627,-1.98085,-3.47509,0.0100908,-1.99997,0,11,FALSE
12,2701,-14.0488,69.3251,-1.46185,-3.7233,0.469625,-1.94408,0,11,FALSE
12.5,2701,-14.7798,67.4635,-0.86538,-3.90527,0.875074,-1.7984,0,11,FALSE
13,2701,-15.2125,65.5108,-0.227476,-3.99353,1.19449,-1.60412,0,11,FALSE
13.5,2701,-15.3262,63.5141,0.459884,-3.97348,1.52863,-1.28969,0,11,FALSE
14,2701,-15.0963,61.5273,1.07912,-3.85169,1.63101,-1.1575,0,11,FALSE
14.5,2701,-14.5567,59.6015,1.62087,-3.65688,1.71343,-1.03158,0,11,FALSE
15,2701,-13.7463,57.7731,2.08202,-3.41544,1.77659,-0.918544,0,11,FALSE
15.5,2701,-12.7053,56.0653,2.46461,-3.15051,1.82308,-0.822426,0,11,FALSE
16,2701,-11.4729,54.4901,2.77466,-2.88119,1.85612,-0.744857,0,11,FALSE
16.5,2701,-10.0856,53.0495,3.02067,-2.62212,1.87879,-0.685662,0,11,FALSE
17,2701,-8.57528,51.7384,3.21229,-2.38353,1.89363,-0.643548,0,11,FALSE
17.5,2701,-6.96914,50.5467,3.3591,-2.17175,1.90256,-0.616651,0,11,FALSE
18,2701,-5.28959,49.4608,3.46989,-1.98993,1.90696,-0.602907,0,11,FALSE
18.5,2701,-3.55465,48.4658,3.55225,-1.83889,1.9078,-0.600264,0,11,FALSE
19,2701,-1.77852,47.5464,3.61238,-1.71777,1.90573,-0.606797,0,11,FALSE
19.5,2701,0.0276664,46.6875,3.6552,-1.62465,1.90123,-0.620745,0,11,FALSE
20,2701,1.85527,45.8752,3.68283,-1.56101,1.89113,-0.650866,0,11,FALSE
20.5,2701,3.69668,45.0947,3.68404,-1.55816,1.84443,-0.773364,0,11,FALSE
21,2701,5.5387,44.3156,3.65342,-1.62865,1.75873,-0.952295,0,11,FALSE
21.5,2701,7.36542,43.5013,3.57343,-1.79738,1.58754,-1.21644,0,11,FALSE
22,2701,9.15213,42.6026,3.39994,-2.10722,1.21563,-1.58816,0,11,FALSE
22.5,2701,10.8521,41.549,3.04493,-2.59392,0.438069,-1.95143,0,11,FALSE
23,2701,12.3746,40.252,2.44044,-3.16927,-0.634556,-1.89666,0,11,FALSE
23.5,2701,13.5948,38.6674,1.57994,-3.67475,-1.709,-1.03889,0,11,FALSE
24,2701,14.3848,36.83,0.653615,-3.94624,-1.79725,-0.87744,0,11,FALSE
24.5,2701,14.7116,34.8569,-0.26293,-3.99135,-1.87329,-0.700548,0,11,FALSE
25,2701,14.5801,32.8612,-1.1097,-3.84299,-1.93032,-0.523307,0,11,FALSE
25.5,2701,14.0253,30.9397,-1.8464,-3.54835,-1.96734,-0.359945,0,11,FALSE
26,2701,13.1021,29.1655,-2.45298,-3.15957,-1.98783,-0.220267,0,11,FALSE
26.5,2701,11.8756,27.5857,-2.92738,-2.72589,-1.99704,-0.108732,0,11,FALSE
27,2701,10.4119,26.2228,-3.28102,-2.288,-1.99984,-0.0255745,0,11,FALSE
27.5,2701,8.77136,25.0788,-3.53313,-1.87536,-1.99975,0.0314488,0,11,FALSE
28,2701,7.0048,24.1411,-3.70553,-1.50634,-1.99892,0.0656274,0,11,FALSE
