0,2601,0,0,0,0,0,0,0,1,FALSE
0,2602,-30,-50,2,7,0,0,0.785398,7,FALSE
0,2603,-50,40,0,8,0,0,4.71239,6,FALSE
0,2604,50,75,-9,4,0,0,3.14159,8,FALSE
0.5,2601,0,0,0,0,0,0,0,1,FALSE
0.5,2602,-29,-46.5,1.61413,6.35688,-0.771744,-1.28624,0.785398,7,FALSE
0.5,2603,-50,44,0.780869,7.37531,1.56174,-1.24939,4.71239,6,FALSE
0.5,2604,45.5,77,-8.73013,3.0371,0.539732,-1.9258,3.14159,8,FALSE
1,2601,0,0,0,0,0,0,0,1,FALSE
1,2602,-28.1929,-43.3216,1.21724,5.7205,-0.793768,-1.27277,0.785398,7,FALSE
1,2603,-49.6096,47.6877,1.53158,6.71468,1.50143,-1.32126,4.71239,6,FALSE
1,2604,41.1349,78.5186,-8.43161,2.0827,0.59705,-1.9088,3.14159,8,FALSE
1.5,2601,0,0,0,0,0,0,0,1,FALSE
1.5,2602,-27.5843,-40.4613,0.808157,5.09189,-0.818174,-1.25722,0.785398,7,FALSE
1.5,2603,-48.8438,51.045,2.25252,6.02167,1.44187,-1.38601,4.71239,6,FALSE
1.5,2604,36.9191,79.5599,-8.1042,1.13782,0.65481,-1.88977,3.14159,8,FALSE
2,2601,0,0,0,0,0,0,0,1,FALSE
2,2602,-27.1802,-37.9154,0.385685,4.4722,-0.844944,-1.23938,0.785398,7,FALSE
2,2603,-47.7175,54.0558,2.94387,5.29916,1.38271,-1.44503,4.71239,6,FALSE
2,2604,32.867,80.1288,-7.74774,0.203507,0.712928,-1.86862,3.14159,8,FALSE
2.5,2601,0,0,0,0,0,0,0,1,FALSE
2.5,2602,-26.9874,-35.6793,-0.0512842,3.86264,-0.873939,-1.21911,0.785398,7,FALSE
2.5,2603,-46.2456,56.7054,3.60566,4.54947,1.32357,-1.49938,4.71239,6,FALSE
2.5,2604,28.9932,80.2306,-7.36204,-0.719117,0.771397,-1.84525,3.14159,8,FALSE
3,2601,0,0,0,0,0,0,0,1,FALSE
3,2602,-27.013,-33.7479,-0.503726,3.26448,-0.904884,-1.19632,0.785398,7,FALSE
3,2603,-44.4427,58.9801,4.23767,3.77451,1.26402,-1.54992,4.71239,6,FALSE
3,2604,25.3121,79.871,-6.9469,-1.62888,0.830279,-1.81952,3.14159,8,FALSE
3.5,2601,0,0,0,0,0,0,0,1,FALSE
3.5,2602,-27.2649,-32.1157,-0.972403,2.67895,-0.937353,-1.17105,0.785398,7,FALSE
3.5,2603,-42.3239,60.8674,4.83947,2.97586,1.2036,-1.5973,4.71239,6,FALSE
3.5,2604,21.8387,79.0566,-6.50205,-2.52448,0.889695,-1.79121,3.14159,8,FALSE
4,2601,0,0,0,0,0,0,0,1,FALSE
4,2602,-27.7511,-30.7762,-1.45779,2.10721,-0.970781,-1.1435,0.785398,7,FALSE
4,2603,-39.9042,62.3553,5.41036,2.15484,1.14179,-1.64205,4.71239,6,FALSE
4,2604,18.5877,77.7943,-6.02714,-3.40451,0.949826,-1.76007,3.14159,8,FALSE
4.5,2601,0,0,0,0,0,0,0,1,FALSE
4.5,2602,-28.48,-29.7226,-1.96004,1.55021,-1.0045,-1.114,0.785398,7,FALSE
4.5,2603,-37.199,63.4327,5.94939,1.31255,1.07805,-1.68458,4.71239,6,FALSE
4.5,2604,15.5741,76.0921,-5.52169,-4.26737,1.01091,-1.72571,3.14159,8,FALSE
5,2601,0,0,0,0,0,0,0,1,FALSE
5,2602,-29.46,-28.9475,-2.47893,1.00868,-1.03778,-1.08306,0.785398,7,FALSE
5,2603,-34.2243,64.089,6.45525,0.449933,1.01173,-1.72523,4.71239,6,FALSE
5,2604,12.8132,73.9584,-4.98506,-5.11119,1.07326,-1.68764,3.14159,8,FALSE
5.5,2601,0,0,0,0,0,0,0,1,FALSE
5.5,2602,-30.6995,-28.4432,-3.01389,0.483023,-1.06993,-1.05131,0.785398,7,FALSE
5.5,2603,-30.9967,64.314,6.9263,-0.432172,0.942108,-1.76421,4.71239,6,FALSE
5.5,2604,10.3207,71.4028,-4.41643,-5.93378,1.13726,-1.64519,3.14159,8,FALSE
6,2601,0,0,0,0,0,0,0,1,FALSE
6,2602,-32.2064,-28.2017,-3.56406,-0.0267044,-1.10032,-1.01945,0.785398,7,FALSE
6,2603,-27.5335,64.0979,7.36047,-1.33301,0.868329,-1.80167,4.71239,6,FALSE
6,2604,8.1125,68.4359,-3.81471,-6.73249,1.20344,-1.59741,3.14159,8,FALSE
6.5,2601,0,0,0,0,0,0,0,1,FALSE
6.5,2602,-33.9885,-28.215,-4.12831,-0.520792,-1.1285,-0.988175,0.785398,7,FALSE
6.5,2603,-23.8533,63.4314,7.68268,-2.23078,0.789364,-1.83764,4.71239,6,FALSE
6.5,2604,6.20515,65.0697,-3.17844,-7.50396,1.27254,-1.54294,3.14159,8,FALSE
7,2601,0,0,0,0,0,0,0,1,FALSE
7,2602,-36.0526,-28.4754,-4.70538,-0.99984,-1.15415,-0.958097,0.785398,7,FALSE
7,2603,-20.012,62.316,7.44276,-2.93349,0.703968,-1.87201,4.71239,6,FALSE
7,2604,4.61593,61.3177,-2.50559,-8.24374,1.34569,-1.47956,3.14159,8,FALSE
7.5,2601,0,0,0,0,0,0,0,1,FALSE
7.5,2602,-38.4053,-28.9753,-5.29394,-1.4647,-1.17712,-0.929724,0.785398,7,FALSE
